0.000000,0.987534,120.000000
0.291563,0.587254,114.000000
0.583633,-0.453011,-12.000000
0.877067,-0.948346,-120.000000
1.169725,-0.704417,120.000000
1.463654,0.155533,120.000000
1.760020,0.885766,120.000000
2.056604,0.885099,120.000000
2.348985,0.450844,108.000000
2.642916,-0.582620,-36.000000
2.938611,-0.990620,-120.000000
3.235080,-0.581968,120.000000
3.529564,0.305228,120.000000
3.827160,0.939365,120.000000
4.126173,0.798638,118.000000
4.420829,0.000411,64.000000
4.714069,-0.796652,-62.000000
5.011136,-0.936084,-90.000000
5.305577,-0.304287,120.000000
5.605254,0.576934,120.000000
5.902580,0.981327,120.000000
6.196303,0.793743,118.000000
6.492291,-0.152661,48.000000
6.789265,-0.871755,-90.000000
7.086033,-0.871510,120.000000
7.380017,-0.153482,120.000000
7.677090,0.689603,120.000000
7.971392,0.963137,120.000000
8.269418,0.442908,108.000000
8.563516,-0.441125,-12.000000
8.859913,-0.960178,-120.000000
9.159219,-0.687443,120.000000
9.456135,0.150963,120.000000
9.753070,0.863456,120.000000
10.049252,0.957133,120.000000
10.342302,0.299971,90.000000
10.637219,-0.567580,-36.000000
10.933640,-0.966033,-120.000000
11.228208,-0.568103,120.000000
11.523331,0.296973,120.000000
11.823487,0.915830,120.000000
12.121758,0.779236,118.000000
12.416886,0.001114,64.000000
12.710058,-0.776461,-62.000000
13.003746,-0.913071,-90.000000
13.300784,-0.297410,120.000000
13.595378,0.294944,120.000000
13.888940,0.945144,120.000000
14.188143,0.677042,114.000000
14.484924,-0.148173,48.000000
14.779658,-0.849798,-90.000000
15.075814,-0.850200,-90.000000
15.370735,-0.150370,120.000000
15.666505,0.671989,120.000000
15.963268,0.939343,120.000000
16.258802,0.432542,100.000000
16.553181,-0.429549,10.000000
16.849980,-0.844395,-90.000000
17.145242,-0.767349,120.000000
17.438175,-0.001535,120.000000
17.732582,0.764102,120.000000
18.028037,0.898975,120.000000
18.322086,0.293191,90.000000
18.618005,-0.552927,-12.000000
18.913682,-0.942056,-120.000000
19.207545,-0.554567,120.000000
19.501134,0.288939,120.000000
19.797164,0.759213,120.000000
20.095500,0.837147,120.000000
20.390357,0.148455,78.000000
20.687322,-0.661209,-36.000000
20.984909,-0.924770,-90.000000
21.282660,-0.426187,120.000000
21.578518,0.422469,120.000000
21.873583,0.921578,120.000000
22.166958,0.660727,114.000000
22.462057,-0.143813,48.000000
22.757334,-0.828392,-90.000000
